iter	Passed	Remaining
284	519	1304
285	521	1301
286	522	1297
287	523	1293
288	524	1289
289	525	1286
290	526	1282
291	527	1279
292	528	1275
293	529	1272
294	530	1268
295	531	1264
296	532	1261
297	534	1258
298	535	1254
299	536	1251
300	537	1247
301	538	1244
302	539	1241
303	540	1237
304	541	1234
305	543	1231
306	544	1228
307	545	1225
308	546	1221
309	547	1218
310	548	1215
311	550	1213
312	551	1210
313	552	1207
314	553	1203
315	554	1200
316	555	1197
317	556	1194
318	557	1190
319	558	1187
320	559	1184
321	560	1180
322	561	1177
323	562	1174
324	564	1171
325	565	1169
326	566	1166
327	567	1162
328	568	1159
329	569	1156
330	570	1153
331	572	1150
332	572	1147
333	573	1144
334	575	1141
335	576	1138
336	577	1135
337	578	1132
338	580	1131
339	581	1128
340	582	1125
341	583	1121
342	584	1118
343	585	1115
344	586	1112
345	586	1109
346	587	1106
347	588	1103
348	589	1100
349	590	1097
350	591	1093
351	592	1090
352	593	1087
353	593	1083
354	595	1081
355	596	1078
356	597	1075
357	598	1072
358	599	1069
359	600	1066
360	600	1063
361	601	1060
362	602	1057
363	603	1054
364	604	1051
365	605	1048
366	606	1045
367	607	1042
368	608	1039
369	608	1036
370	610	1034
371	611	1032
372	612	1029
373	613	1026
374	614	1023
375	615	1021
376	616	1018
377	617	1015
378	618	1012
379	618	1009
380	619	1006
381	620	1003
382	621	1000
383	622	998
384	623	995
385	623	992
386	624	989
387	625	987
388	627	985
389	628	982
390	629	979
391	629	976
392	630	974
393	631	971
394	632	968
395	633	965
396	634	963
397	635	960
398	635	957
399	636	955
400	637	952
401	638	950
402	639	947
403	640	945
404	641	942
405	642	940
406	643	938
407	644	935
408	645	932
409	646	929
410	647	927
411	647	924
412	648	922
413	649	919
414	650	916
415	651	914
416	652	912
417	653	909
418	654	907
419	655	904
420	656	902
421	657	900
422	658	898
423	659	895
424	660	893
425	661	890
426	662	888
427	662	886
428	663	883
429	664	881
430	665	878
431	666	876
432	667	873
433	667	871
434	668	868
435	669	866
436	670	863
437	671	862
438	673	860
439	674	858
440	675	856
441	676	853
442	677	851
443	677	848
444	678	846
445	679	844
446	680	841
447	681	839
448	682	837
449	683	835
450	684	832
451	685	830
452	686	828
453	687	827
454	688	825
455	689	822
456	690	820
457	691	818
458	692	816
459	693	814
460	694	811
461	695	809
462	696	807
463	696	805
464	697	802
465	698	800
466	699	798
467	700	796
468	701	794
469	702	792
470	703	790
471	704	788
472	705	786
473	706	783
474	707	781
475	708	779
476	708	777
477	709	775
478	710	772
479	711	770
480	712	768
481	713	766
482	714	764
483	715	762
484	715	760
485	717	758
486	718	756
487	719	754
488	720	752
489	721	750
490	721	748
491	722	746
492	723	744
493	724	742
494	725	739
495	726	737
496	726	735
497	727	733
498	728	731
499	729	729
500	730	727
501	731	725
502	732	723
503	733	722
504	734	720
505	735	718
506	736	716
507	737	713
508	737	711
509	738	709
510	739	707
511	740	705
512	741	703
513	742	702
514	743	700
515	744	698
516	745	696
517	746	694
518	746	692
519	748	690
520	749	688
521	750	686
522	751	685
523	752	683
524	753	681
525	753	679
526	754	677
527	755	675
528	756	673
529	757	671
530	758	669
531	759	667
532	760	665
533	761	664
534	761	662
535	762	660
536	763	658
537	764	656
538	765	655
539	766	653
540	767	651
541	768	649
542	769	647
543	770	645
544	771	643
545	772	642
546	773	640
547	774	638
548	775	636
549	775	634
550	776	632
551	777	631
552	778	629
553	779	627
554	780	626
555	781	624
556	782	622
557	783	620
558	784	619
559	785	617
560	786	615
561	787	613
562	788	611
563	789	610
564	790	608
565	790	606
566	791	604
567	792	602
568	793	601
569	794	599
570	795	597
571	796	596
572	798	594
573	798	592
574	799	591
575	800	589
576	801	587
577	802	586
578	804	584
579	804	582
580	805	581
581	806	579
582	807	577
583	808	576
584	809	574
585	810	572
586	811	571
587	812	569
588	813	567
589	814	565
590	815	564
591	816	562
592	816	560
593	817	559
594	818	557
595	819	555
596	820	553
597	821	552
598	822	550
599	823	548
600	824	547
601	825	545
602	826	544
603	827	542
604	828	540
605	829	539
606	830	537
607	831	535
608	832	534
609	832	532
610	833	530
611	834	529
612	835	527
613	836	525
614	837	524
615	838	522
616	839	520
617	840	519
618	841	518
619	842	516
620	843	514
621	844	513
622	845	511
623	846	510
624	847	508
625	848	507
626	849	505
627	850	503
628	850	501
629	851	500
630	852	498
631	853	497
632	854	495
633	855	493
634	856	492
635	857	490
636	858	489
637	859	487
638	860	486
639	861	484
640	862	482
641	863	481
642	863	479
643	864	477
644	865	476
645	866	474
646	867	473
647	868	471
648	869	470
649	869	468
650	871	467
651	872	465
652	873	464
653	874	462
654	875	461
655	876	459
656	877	458
657	878	456
658	879	455
659	880	453
660	881	451
661	882	450
662	882	448
663	883	447
664	884	445
665	885	444
666	886	442
667	888	441
668	889	439
669	890	438
670	890	436
671	891	435
672	892	433
673	893	432
674	894	430
675	895	429
676	896	427
677	897	426
678	898	424
679	899	423
680	900	421
681	901	420
682	902	418
683	903	417
684	904	415
685	905	414
686	906	412
687	906	411
688	907	409
689	908	408
690	909	406
691	910	405
692	911	403
693	912	402
694	913	400
695	913	399
696	914	397
697	915	396
698	916	394
699	917	393
700	918	391
701	919	390
702	920	388
703	921	387
704	922	385
705	922	384
706	923	382
707	924	381
708	925	379
709	926	378
710	927	376
711	928	375
712	929	373
713	930	372
714	931	371
715	932	369
716	933	368
717	934	366
718	935	365
719	936	364
720	937	362
721	938	361
722	939	359
723	939	358
724	940	356
725	941	355
726	942	353
727	943	352
728	944	351
729	945	349
730	946	348
731	948	347
732	948	345
733	949	344
734	950	342
735	951	341
736	952	339
737	953	338
738	954	337
739	955	335
740	956	334
741	957	332
742	958	331
743	958	329
744	960	328
745	961	327
746	962	325
747	963	324
748	964	323
749	965	321
750	966	320
751	967	319
752	968	317
753	969	316
754	970	315
755	972	313
756	973	312
757	974	311
758	975	309
759	976	308
760	977	306
761	978	305
762	979	304
763	980	302
764	981	301
765	982	300
766	983	298
767	984	297
768	985	295
769	986	294
770	987	293
771	988	291
772	988	290
773	989	289
774	990	287
775	991	286
776	992	284
777	993	283
778	994	282
779	995	280
780	996	279
781	997	277
782	998	276
783	998	275
784	999	273
785	1000	272
786	1001	271
787	1002	269
788	1003	268
789	1004	266
790	1005	265
791	1006	264
792	1007	262
793	1008	261
794	1009	260
795	1010	258
796	1011	257
797	1012	256
798	1013	254
799	1014	253
800	1015	252
801	1015	250
802	1017	249
803	1017	248
804	1018	246
805	1019	245
806	1020	244
807	1021	242
808	1022	241
809	1023	240
810	1024	238
811	1025	237
812	1026	236
813	1027	234
814	1029	233
815	1030	232
816	1032	231
817	1033	229
818	1034	228
819	1035	227
820	1036	226
821	1037	224
822	1038	223
823	1039	222
824	1040	220
825	1042	219
826	1043	218
827	1044	216
828	1045	215
829	1046	214
830	1047	212
831	1048	211
832	1049	210
833	1050	209
834	1051	207
835	1052	206
836	1053	205
837	1054	203
838	1055	202
839	1056	201
840	1057	199
841	1058	198
842	1059	197
843	1060	195
844	1061	194
845	1062	193
846	1063	192
847	1064	190
848	1065	189
849	1066	188
850	1067	186
851	1068	185
852	1069	184
853	1070	183
854	1071	181
855	1072	180
856	1073	179
857	1074	177
858	1075	176
859	1076	175
860	1077	173
861	1078	172
862	1078	171
863	1079	169
864	1080	168
865	1081	167
866	1082	166
867	1084	164
868	1085	163
869	1086	162
870	1088	161
871	1089	159
872	1090	158
873	1091	157
874	1092	156
875	1093	154
876	1094	153
877	1095	152
878	1096	150
879	1097	149
880	1098	148
881	1099	147
882	1100	145
883	1101	144
884	1102	143
885	1103	142
886	1104	140
887	1105	139
888	1106	138
889	1107	136
890	1107	135
891	1108	134
892	1109	132
893	1110	131
894	1111	130
895	1112	129
896	1112	127
897	1113	126
898	1115	125
899	1116	124
900	1117	122
901	1117	121
902	1118	120
903	1119	118
904	1120	117
905	1121	116
906	1122	115
907	1123	113
908	1123	112
909	1124	111
910	1125	109
911	1126	108
912	1127	107
913	1128	106
914	1128	104
915	1130	103
916	1131	102
917	1132	101
918	1133	99
919	1134	98
920	1134	97
921	1135	96
922	1136	94
923	1137	93
924	1138	92
925	1139	91
926	1140	89
927	1140	88
928	1141	87
929	1142	85
930	1143	84
931	1144	83
932	1145	82
933	1146	81
934	1147	79
935	1148	78
936	1149	77
937	1150	76
938	1151	74
939	1152	73
940	1153	72
941	1154	71
942	1155	69
943	1155	68
944	1156	67
945	1157	66
946	1158	64
947	1160	63
948	1161	62
949	1162	61
950	1163	59
951	1164	58
952	1165	57
953	1166	56
954	1166	54
955	1167	53
956	1168	52
957	1169	51
958	1170	50
959	1171	48
960	1172	47
961	1173	46
962	1173	45
963	1174	43
964	1176	42
965	1177	41
966	1178	40
967	1179	38
968	1179	37
969	1180	36
970	1181	35
971	1182	34
972	1183	32
973	1184	31
974	1185	30
975	1186	29
976	1187	27
977	1188	26
978	1188	25
979	1189	24
980	1191	23
981	1192	21
982	1193	20
983	1194	19
984	1195	18
985	1196	16
986	1197	15
987	1197	14
988	1198	13
989	1199	12
990	1200	10
991	1201	9
992	1202	8
993	1203	7
994	1203	6
995	1204	4
996	1205	3
997	1206	2
998	1207	1
999	1208	0
